,Date,CDN.AVG.1YTO3Y.AVG,CDN.AVG.3YTO5Y.AVG,CDN.AVG.5YTO10Y.AVG,CDN.AVG.OVER.10.AVG,BD.CDN.2YR.DQ.YLD,BD.CDN.3YR.DQ.YLD,BD.CDN.5YR.DQ.YLD,BD.CDN.7YR.DQ.YLD,BD.CDN.10YR.DQ.YLD,BD.CDN.LONG.DQ.YLD,BD.CDN.RRB.DQ.YLD,Exchange.Rate,Taxes_exp,CDN_Lbr_Cons,US_Lbr_Cons,Tot_Lbr_Cons,US_Lbr_Imp_Tot,Us_Lbr_Imp_C,Us_Lbr_Imp_NC,US_Lbr_Exp,US_LBR_SHPMT,WST_LBR_SHPMT,US_LBR_PROD,WST_LBR_PROD,STH_LBR_PROD,OTH_LBR_PROD,STH_LBR_INV,US_PPI_Lumber,Total_Exp,IndGlobalCAN,IndGlobalQc,TauxUSD_CAD,Dollar.US.dollar.CDN,HsSglSAAR.AB,HsSglSAAR.CAN,HsSglSAAR.CB,HsSglSAAR.QC,ProductionSciage.SK,ProductionSciage.NS,TotShip.NS,ProductionSciage.NB,ProductionSciage.ON,InventaireSciageRes.ON,TotShip.ON,ProductionSciage.MB,ProductionSciage.QC,InventaireSciageRes.QC,TotShip.QC,ProductionSciage.CAN,InventaireSciageRes.CAN,TotShip.CAN,ProdSciageFeuillu.CAN,ProductionSciage.CB,InventaireSciageRes.CB,ProductionSciage.AB,InventaireSciageRes.AB,TotShip.AB,ValeurExport.CHN,VolumeExport.CHN,ValeurExport.JPN,VolumeExport.JPN,ValeurExport.PaysExport,VolumeExport.PaysExport,ValeurExport.USA,VolumeExport.USA,HsTotSAAR.STH,HsTotSAAR.MW,HsTotSAAR.NE,HsTotSAAR.WST,HsTotSAAR.USA,HsSglSAAR.USA,HsTotAct.USA,HsSglAct.USA,HsMltSAAR.USA,HsMltAct.USA,BdgPmtTotSAAR.USA,BdgPmtSglSAAR.USA,BdgPmtTotAct.USA,NewSoldMedPrice.USA,ExistSoldPrice.USA,IndNAR_HAI.USA,BdgPmtMltSAAR.USA,MnfdHomesSAAR.USA,MnfdHomesAct.USA,NewSoldSAAR.USA,NewSoldAct.USA,NewForSaleSAAR.USA,NewForSaleAct.USA,NewMthSply.USA,ExistSoldSAAR.USA,ExistSoldAct.USA,ExistForSaleInv.USA,ExistMthSply.USA,ConstSpendRes.USA,ConstSpendNonRes.USA,IndNAHB.USA,IndHPI_Act.USA,IndHPI_SAAR.USA
210,2008-01-03,3.65,3.74,3.86,4.08,3.61,3.69,3.76,3.83,3.93,4.08,1.89,0.9888,0.05,997,3408,4405,1002,828,174,78,2525,1021.459847,2616,1193,1284,138,1741.53075,153.8,945576084,111.8,111,1.0111,0.9890218,13909,82305,10392,15043,66.91408633,80.9,79.68059234,163.4,442.8,638.6,355.5884012,31.69300483,1033,2735,1141.781941,5135.1,8327.3,4646.3,132.3,2752.9,3643.7,613.4,827.6,767.2775384,5360570,35349,45424780,180587,245230248,1468334,155354146,1133683,551,160,130,243,1084,773,71,48,311,23,1094,708,77.4,232400,199700,137.7,386,95,6.8,627,44,487,488,9.32,4170,235,3490,10.04,409760,701927,19,213.74,215.15
211,2008-01-10,3.46,3.58,3.77,4.08,3.4,3.5,3.61,3.72,3.87,4.09,1.91,1.0086,0.05,1026.135129,3427.702014,4453.837142,999.6005098,837.8942669,161.7062429,80.47870318,2557.138594,1027.507837,2623.069057,1167.772524,1316.027657,138.2854933,1736.368206,152.7710726,962242186.2,111.8601168,111.0645359,1.00805562,0.992080519,13646.71649,83782.07027,10093.9328,15644.78113,67.38266421,83.77039415,80.45500785,162.9942517,449.0934574,649.4344899,364.6252992,31.91494059,1062.212454,2738.567034,1160.223802,5215.594232,8393.39657,4746.503811,135.3414246,2788.109145,3674.58868,624.3200671,839.0157149,774.5195625,6411663.252,39222.78416,45973540.7,178935.5403,249872512.6,1492983.819,157724366.2,1153193.376,559.3406373,162.9309718,131.5809005,246.9526924,1100.805203,759.4422813,72.90584783,48.12789453,341.3629218,24.7779533,1077.558195,698.3841175,76.94800898,237434.9026,198061.7351,139.5522516,379.1740779,96.46713182,6.96377474,623.1421947,44.78086355,484.3992207,485.2371484,9.320380625,4140.295444,232.7700504,3469.377619,10.04849219,405451.6209,702911.961,19.32644767,213.5002422,214.8445116
212,2008-01-17,3.29,3.44,3.66,4.03,3.23,3.34,3.46,3.59,3.77,4.06,1.85,1.0297,0.05,1021.290046,3423.473894,4444.763939,1007.787141,864.1948386,143.5923023,82.83133887,2553.008982,1017.955227,2591.587697,1121.535335,1332.745873,136.5999889,1731.654616,151.9969429,974701032.8,111.9602007,111.1669505,1.00463665,0.995469144,13317.23463,85013.32754,9997.762356,16232.37802,66.90021876,85.12777895,80.28838647,163.8897538,445.6106851,651.6328563,368.9779492,31.68643644,1076.356879,2751.89903,1160.778929,5189.504626,8433.432743,4820.509603,136.4062566,2758.639852,3677.369365,618.8603911,849.5110064,773.2124118,8284331.83,48018.18734,48110167.96,184671.9272,260347408.9,1561854.923,163356693.1,1202964.408,569.9055256,161.8943209,130.8047692,248.5965528,1111.201171,744.8375647,74.80626112,48.80020158,366.363606,26.00605953,1057.496675,687.0891678,76.21291399,242083.0787,196668.055,141.041934,370.4075075,97.89199397,7.03544535,616.2433285,45.86782949,481.7587341,481.9367405,9.368667494,4123.096854,238.1040926,3440.713853,10.00589706,400893.8289,703265.1793,19.61728016,213.381536,214.5789566
213,2008-01-24,3.36,3.55,3.81,4.21,3.3,3.43,3.58,3.74,3.94,4.22,2,1.0043,0.05,990.04994,3408.258827,4398.308767,1025.330202,900.397991,124.9322105,84.76830513,2522.124879,998.3731451,2539.062488,1072.780478,1332.091153,133.86449,1727.738989,151.4993417,985323179.3,112.0801842,111.2858899,1.001424354,0.998628897,13020.63545,85731.92105,10033.96074,16560.0359,65.77448188,84.62127427,79.50355046,165.090379,435.3725703,647.7147945,369.322124,31.15324559,1077.397865,2773.88151,1148.742918,5083.787707,8452.427544,4858.035593,135.8429603,2678.850633,3657.915369,604.2705196,858.7507948,766.4047639,10337214.24,58264.74685,50800109.23,193177.3504,273170202.6,1650976.315,170581298.2,1268912.985,578.2676511,157.9105096,128.6262533,247.9421369,1112.746553,732.0640658,76.55354385,50.07240785,380.6824871,26.481136,1035.686817,675.2496341,75.471362,245114.7154,195765.3475,141.9606494,360.4371833,98.87085914,7.039393285,606.222798,47.02088069,479.2388804,478.4179624,9.475120616,4116.849837,248.6360886,3409.19316,9.930353397,396938.1225,703331.558,19.84947257,213.3020617,214.3064234
214,2008-01-31,3.22,3.45,3.74,4.16,3.17,3.29,3.5,3.66,3.88,4.18,1.96,1.0013,0.05,940,3395,4335,1051,940,111,86,2474,974.3327163,2483,1040,1312,131,1724.970335,151.3,996479181,112.2,111.4,0.999,1.001001,12857,85671,10133,16382,64.31318545,81.9,78.42332208,165.6,421.4,640.2,366.333596,30.46112125,1067.3,2803.4,1129.411364,4925.4,8455.4,4848.8,134,2563.1,3622.1,587.8,866.4,757.1452966,11928949,66492,53008812,199833,284856159,1736377,177728353,1336956,580,152,126,245,1103,724,78,52,379,26,1014,664,75,245300,195600,142.1,350,99,7,593,48,477,475,9.65,4120,262,3380,9.84,394436,703456,20,213.18,213.98
215,2008-02-07,3.12,3.37,3.69,4.19,3.08,3.18,3.43,3.6,3.86,4.22,2,1.0092,0.049999999,879.469076,3395.384494,4274.85357,1083.436333,977.8046083,105.6317246,86.36053986,2419.15795,951.3694198,2439.023855,1037.069341,1273.283902,128.8232693,1723.511394,151.390651,1010139329,112.3046393,111.4929102,0.997838489,1.002129279,12886.46063,84673.58621,10231.88335,15555.81519,62.80430446,76.91073844,77.37096277,164.6942725,406.5516284,631.6149274,360.9984052,29.74645904,1048.62769,2838.583077,1108.217047,4744.001595,8447.557466,4791.397507,131.2820774,2428.95344,3575.988898,575.812405,872.3596454,748.3922761,12588137.29,70190.22324,53944404,201208.7118,292777470.9,1799837.283,183519814.4,1395915.151,572.1428811,145.2848134,123.6445539,240.053114,1081.125358,722.4547956,79.0631892,54.55449658,358.6705627,24.50869263,994.3246213,654.3874031,75.04032821,241976.5983,196306.8383,141.3579036,339.9372182,98.03280214,6.943261892,576.9400488,48.62178255,475.1389799,471.9439139,9.892644088,4130.438503,276.1351943,3358.628334,9.755268398,393951.6112,703898.1667,20.05638502,212.9551018,213.5668815
216,2008-02-14,3.1,3.35,3.7,4.22,3.04,3.17,3.41,3.61,3.88,4.27,2.05,0.9999,0.049999999,819.7606634,3416.074961,4235.835624,1120.756951,1013.845426,106.9115247,86.17891445,2372.161895,934.8761423,2415.225885,1059.397515,1228.254272,127.7340358,1722.77983,151.6430378,1026672857,112.3993289,111.568183,0.997989265,1.001967976,13009.35492,83022.1918,10293.73853,14352.22488,61.4567864,70.79092161,76.67149072,162.7359834,393.0371781,624.5130689,355.5436596,29.10822427,1026.344599,2874.531536,1091.141488,4580.066846,8434.860618,4719.928665,128.318844,2306.804343,3526.417013,571.1274078,877.4751674,742.7423233,12523231,70692.64956,53785734.08,198628.9053,297734040.2,1846142.672,188244782.2,1446231.373,557.6058937,139.293207,121.3340501,234.4741163,1052.707259,724.9627324,79.92169369,57.37154355,327.744527,22.55015013,978.6171615,647.1095982,75.69325992,236752.0913,197574.4403,140.0575408,331.5075633,96.35110278,6.901635121,560.1909297,48.92927247,473.4988933,469.278263,10.15870505,4143.83872,290.2026618,3351.810131,9.705761061,394899.7108,704576.7532,20.04834007,212.6534,213.0906896
217,2008-02-21,3.15,3.38,3.7,4.18,3.1,3.22,3.43,3.61,3.86,4.22,2.02,1.0113,0.049999999,772.9219191,3462.477947,4235.399867,1160.949094,1049.463531,111.4855625,85.90783181,2348.584893,930.2101227,2417.814972,1097.776932,1192.097506,128.0277844,1722.007035,151.8989056,1046048736,112.4943539,111.6343643,0.999395409,1.000573934,13086.07175,81109.20149,10288.22445,13145.27213,60.45982187,64.97564398,76.65036331,160.3597026,382.9041388,621.4546759,352.5067348,28.63602469,1006.014209,2905.589227,1084.30339,4476.773674,8423.458461,4677.37049,125.7961885,2230.253075,3480.411621,575.6787067,882.8281057,742.7016477,12112644.71,70293.2511,52954331.37,194606.6462,301382695.9,1885829.975,192584141.6,1491250.408,540.7659594,135.6549971,118.6065213,229.9080604,1024.935531,727.989303,80.81935132,60.00281875,296.9462277,20.81653258,968.8511209,642.7769941,77.02456167,231801.5387,198979.8222,138.6284075,326.0741268,94.49385202,6.90919079,545.3463457,49.02212616,471.85936,466.9734806,10.39291349,4155.319577,303.6687984,3366.586862,9.723373194,396407.705,705325.2131,20.01612509,212.3224983,212.5891529
218,2008-02-28,2.97,3.21,3.52,4.05,2.92,3.03,3.26,3.43,3.7,4.09,1.86,0.976,0.05,751,3540,4291,1202,1086,116,86,2364,942.7286,2453,1143,1180,130,1720.424406,152,1068235933,112.6,111.7,1.002,0.998004,12977,79327,10185,12309,60.00260147,60.9,77.63303792,158.2,378.2,625,354.425006,28.41946804,993.2,2926.1,1093.821459,4477.3,8419.5,4706.7,124.4,2232.9,3445,591.4,889.5,750.7764588,11734793,71286,51871725,191655,305380267,1929436,197218778,1534318,526,136,115,228,1005,728,82,62,277,20,967,642,79.1,229300,200100,137.5,325,93,7,535,49,470,465,10.54,4160,316,3410,9.84,397603,705977,20,212.01,212.1
219,2008-03-06,2.59,2.9,3.31,4.01,2.52,2.65,2.95,3.21,3.55,4.08,1.78,0.9846,0.050000003,761.7557167,3649.570662,4411.326378,1241.611395,1123.808746,117.8026484,86.774092,2427.612161,975.1334238,2522.684451,1186.695093,1202.212749,133.7271271,1717.493251,151.8605066,1092757448,112.7253722,111.7742831,1.005608459,0.994450076,12591.73317,78006.52972,9968.449809,12122.96069,60.21945922,59.60992741,79.78517885,156.9485645,380.2412519,636.5973632,362.9232846,28.52217993,991.9111046,2932.126225,1123.179569,4607.063334,8426.861614,4835.434544,124.6231898,2334.323722,3424.975002,618.6438994,898.1740085,768.2085298,11692679.26,75397.20455,50930893.04,191828.6062,310943678.5,1984061.385,202561286.9,1577202.473,516.6731606,141.2658977,110.2556097,229.8037368,997.9984206,722.443455,83.62201811,63.04449936,275.5549656,20.57751875,973.9369736,644.9745168,81.8938129,230756.4981,200628.6426,136.9874047,328.9624568,92.26573703,7.193771151,530.9014239,48.94932923,467.766893,463.3197163,10.56242179,4154.594452,326.8390158,3485.146509,10.07229919,397809.9362,706417.5218,20.02766616,211.7519912,211.6499955
220,2008-03-13,2.6,2.88,3.27,3.97,2.54,2.64,2.93,3.16,3.51,4.03,1.71,0.9843,0.050000006,795.8044952,3774.211464,4570.015959,1276.342942,1159.295027,117.0479156,88.01264045,2523.153865,1019.504887,2611.550201,1223.834442,1249.245138,138.4094483,1713.594534,151.6843726,1117352396,112.8748545,111.8689956,1.009475568,0.990644298,12036.68321,77232.96378,9681.861429,12488.74304,61.0253028,60.59473702,82.63327807,157.5255619,387.4203859,653.2473698,375.976125,28.90385748,999.9392639,2926.60436,1165.322275,4820.439544,8440.329174,5029.252802,126.1867601,2498.015793,3416.191778,651.4386703,907.9397627,791.1818892,11987662.24,82082.51771,50410609.35,195348.4,317530238.7,2043062.089,207951105.1,1615362.478,512.1034795,149.6218354,104.926837,234.0080639,1000.660249,712.7008557,85.50194615,63.33666582,287.9593931,22.16528033,986.1339139,650.2384139,85.01412413,235015.9085,200726.0306,136.9480691,335.8955001,92.11621422,7.452761836,531.4234624,48.90366443,465.2719593,461.8603712,10.49354248,4142.199538,336.5340082,3579.345329,10.37597853,397140.5918,706740.0035,20.07659068,211.538488,211.2220482
221,2008-03-20,2.6,2.86,3.22,3.9,2.56,2.65,2.91,3.12,3.45,3.94,1.65,1.0226,0.050000008,839.4754153,3892.466936,4731.942351,1302.468792,1187.876934,114.5918586,89.3641429,2627.989488,1065.267894,2699.973726,1250.226245,1306.671153,143.028206,1709.339138,151.7479852,1139313918,113.0516507,111.9965665,1.012718446,0.987453863,11467.46666,77030.03298,9383.248144,13213.44505,62.28018333,62.95458292,85.54403446,160.908277,397.398894,670.8386949,390.6455177,29.49821566,1013.521871,2914.189381,1210.559299,5054.044087,8452.415928,5238.373789,128.6187354,2673.446003,3412.271053,682.2314915,917.4885126,814.6161294,12545689.47,90229.92859,50561096.75,201976.8908,324157351.5,2096357.9,212459379.4,1642679.246,510.597218,158.5448243,99.77025952,238.7105227,1007.622867,701.1365289,87.37086514,63.20658261,306.4863377,24.16428253,998.9623674,655.9150525,87.97752891,240257.0699,200669.0973,137.1250312,343.0473149,92.2338229,7.724866946,534.094789,48.88333501,462.6935791,460.5411679,10.38445227,4127.507397,345.6094926,3675.970895,10.69150827,395903.9793,707089.6242,20.11168213,211.3479893,210.7881033
222,2008-03-27,2.59,2.86,3.23,3.92,2.57,2.64,2.92,3.12,3.46,3.97,1.65,1.0161,0.050000006,879.097557,3982.881605,4861.979162,1316.263095,1204.972561,111.2905344,90.4770969,2719.483408,1101.847347,2768.331501,1261.678699,1360.064779,146.5646425,1705.337942,152.3277319,1155935158,113.2589646,112.169425,1.014454217,0.985745965,11039.70007,77421.46812,9130.62324,14104.1647,63.84415191,65.78961922,87.88414691,168.0739947,407.8382681,685.2600133,403.9934533,30.23896947,1028.896319,2899.536269,1249.200368,5244.49242,8455.635122,5413.016517,131.4471405,2810.084142,3406.833552,703.4695418,925.5115084,833.4308425,13292708.54,98727.42631,51632578.03,211476.5877,329842421.3,2133868.607,215157256.7,1653034.01,510.4606377,165.5118755,95.54245468,242.0086543,1013.523656,690.1148014,88.95985608,62.98433292,323.4088549,25.97552316,1007.793881,660.1277941,90.30062247,244658.8208,200734.776,137.2613289,347.6660865,92.30095439,7.95798137,536.4440771,48.90867039,460.2101326,459.2813097,10.28624137,4115.210171,354.5899847,3758.397641,10.95935867,394409.1112,707611.5633,20.09784905,211.1589937,210.3201055
223,2008-04-03,2.85,3.06,3.38,3.99,2.82,2.99,3.1,3.28,3.58,4.03,1.67,1.0045,0.05,901,4024,4925,1314,1206,108,91,2775,1118.668152,2797,1254,1395,148,1702.201827,153.7,1164509259,113.5,112.4,1.0138,0.9863878,10909,78431,8982,14968,65.57725965,68.2,89.02031429,180,416.4,692.4,413.0819221,31.05983389,1042.3,2887.3,1271.555203,5328.4,8442.5,5503.4,134.2,2857.4,3393.5,707.6,930.7,842.545621,14154667,106463,53875276,223610,333602852,2145514,215115884,1640308,510,168,93,242,1013,682,90,63,331,27,1008,661,91.5,246400,201200,137.1,347,92,8.1,536,49,458,458,10.25,4110,364,3810,11.12,392965,708451,20,210.95,209.79
224,2008-04-10,2.77,3.04,3.39,4.06,2.74,2.97,3.09,3.28,3.62,4.1,1.75,1.0182,0.049999989,895.840037,4001.907253,4897.74729,1293.799647,1188.50563,105.2940171,90.68820828,2778.691444,1109.268804,2773.382094,1225.464945,1401.243981,146.6849664,1700.323169,156.0139577,1163072961,113.7738133,112.6921575,1.010336579,0.989791932,11170.76119,79994.53582,8975.645,15645.46366,67.32982262,69.48747233,88.53293675,196.9065059,421.2768263,689.5001405,415.7847824,31.88991302,1050.680387,2880.555507,1270.959004,5263.650535,8407.867852,5476.280412,136.4707062,2782.570611,3367.968939,690.0280217,932.1868949,838.5971659,15064901.39,112585.5163,57366079.68,237807.6996,334823473.1,2125110.629,211850618.4,1601445.81,507.9115336,164.3345925,93.05860996,237.4719705,1002.776646,678.4236922,90.35841344,63.48923736,324.3529538,26.86917608,997.5303742,657.271427,91.35644026,244268.2622,202268.3431,136.4490954,340.2589472,91.11080184,8.115770626,531.0277389,49.15528061,456.1718707,456.6157497,10.31109127,4114.789763,374.154279,3819.689059,11.13437315,391804.0743,709664.4368,19.79762767,210.7086628,209.1846161
225,2008-04-17,2.85,3.11,3.45,4.1,2.83,3.04,3.16,3.34,3.68,4.15,1.81,1.0102,0.049999979,871.5878117,3932.850906,4804.438718,1261.166136,1158.54897,102.6171662,89.72451192,2741.86113,1083.642167,2712.98623,1184.21473,1385.336601,143.4480115,1699.220331,158.9098959,1152637391,114.0628713,113.0155103,1.005499379,0.994552403,11679.49113,81696.68832,9070.837979,16110.72731,68.91321668,69.76015515,86.85721953,215.9854384,422.7864619,679.2131621,413.2233633,32.63986746,1053.825271,2876.057541,1252.848863,5093.200738,8355.972136,5364.562567,138.1141216,2623.60198,3334.250172,657.9906693,930.8717301,825.090614,15986304.21,117287.3521,61488542.88,252172.5093,334358815,2082062.096,206653658.2,1545645.48,504.4513354,156.2345817,97.270547,229.9714549,987.9278079,678.0864086,90.44635511,64.30997977,309.8413993,26.13637534,984.6470598,650.1474134,90.70745609,239486.5263,203849.9405,135.3767171,334.4996463,89.80300512,8.03795264,522.7385056,49.28297842,454.5556708,455.0443002,10.44196993,4125.375299,384.528462,3798.522514,11.04530151,390852.4267,710953.6697,19.5285613,210.4592608,208.5503206
226,2008-04-24,2.9,3.14,3.48,4.14,2.87,3.07,3.2,3.37,3.72,4.19,1.82,1.014,0.04999998,840.5416805,3840.619107,4681.160787,1223.449557,1124.317825,99.1317321,88.39855959,2682.600251,1055.894699,2638.347251,1140.85715,1358.010921,139.4870509,1698.193172,161.9008861,1134957273,114.3454937,113.3311079,1.00118749,0.998808622,12229.47551,83034.24667,9207.111969,16371.37731,70.12908267,69.3277604,84.64206909,233.6716517,421.7778666,665.5446026,407.3308615,33.2157469,1052.232518,2868.980804,1225.687347,4881.275571,8293.390351,5217.688438,139.0504762,2436.20736,3298.431319,621.6829824,928.0957003,807.2482109,16889156.92,121021.7619,65452885.65,264475.3143,333430833.7,2029668.765,201261411.6,1485168.41,500.2654695,146.2672801,107.3472105,221.7352118,975.6150659,678.9559207,90.81111921,65.22573229,296.6591452,25.58538692,980.1902155,641.4496932,90.65474388,233886.5272,205781.5676,134.0159803,338.7405223,88.34370584,7.916158334,513.0800195,49.26918703,452.9116355,453.2007006,10.59936363,4135.773186,394.3884139,3763.094711,10.91607912,389959.5657,711931.8177,19.24521429,210.2352283,207.9483648
227,2008-05-01,2.75,2.99,3.33,4,2.73,2.92,3.04,3.22,3.56,4.06,1.7,1.008,0.05,815,3749,4564,1188,1094,94,87,2619,1040.132856,2572,1106,1330,136,1696.541552,164.5,1111787332,114.6,113.6,0.9993,1.0007,12615,83504,9324,16435,70.77906141,68.5,82.53639194,246.4,419.1,652.5,400.0404739,33.52360105,1046.4,2854.5,1197.937025,4692.1,8226.7,5085.1,139.2,2276.1,3266.6,591.3,925.2,790.2922021,17743741,124242,68469328,272487,333261485,1981231,197410287,1432276,496,137,125,215,973,679,92,66,294,26,995,633,92.3,229300,207900,132.5,362,87,7.8,504,49,451,451,10.74,4140,403,3730,10.81,388975,712212,19,210.07,207.44
228,2008-05-08,2.74,3.04,3.41,4.08,2.76,2.97,3.1,3.3,3.64,4.13,1.75,1.0165,0.050000042,804.6187199,3677.488293,4482.107012,1160.65547,1073.88983,86.76564014,85.81803546,2566.246771,1046.463678,2531.772445,1087.815128,1310.018307,133.9319707,1693.735903,166.3165098,1085176054,114.810374,113.7929912,1.001128023,0.998958033,12685.24051,82764.83897,9374.176648,16320.05193,70.73561422,67.57402082,81.06440959,251.5301882,415.5339403,643.0462507,393.0499993,33.50302284,1036.750654,2828.485437,1176.499883,4576.308269,8160.182324,5006.062329,138.5232975,2186.920063,3243.383649,574.8153053,923.2236778,778.4409964,18503413.76,127169.8047,69937292.59,274646.0148,334680030.8,1947068.386,196371007.7,1396510.18,492.1082643,130.535895,150.7338763,211.3855703,984.7638293,676.5967306,94.34060007,66.44051402,308.1670987,27.90008606,1035.456941,626.1942067,96.3132794,227147.6383,210038.1622,130.9526874,409.262734,85.98007374,7.726768504,497.05859,48.40281966,448.6287111,448.3839139,10.82894838,4133.919134,409.7839836,3712.550128,10.77610182,387780.259,711555.2991,18.82788873,209.9827212,207.0677108
229,2008-05-15,2.76,3,3.33,3.98,2.77,2.93,3.14,3.32,3.56,4.04,1.65,0.9996,0.050000086,808.4841633,3628.404931,4436.889095,1141.205628,1062.707765,78.49786374,85.14008277,2527.907761,1068.996525,2516.665064,1084.730586,1298.705947,133.2168613,1689.928956,167.3444897,1058346972,114.9832562,113.9199066,1.005530784,0.994682557,12508.93379,81124.06027,9362.88267,16088.4704,70.15448433,66.79670958,80.2516038,250.121324,411.5892396,635.9956861,387.1156445,33.22777807,1023.407695,2789.589833,1162.035593,4530.171749,8088.933533,4979.132907,137.1424702,2164.015366,3227.568963,571.3166563,921.9971981,771.8976551,19053835.85,129100.8497,70013012.54,272061.059,336944958,1925577.391,197551556.3,1376534.996,488.2726927,127.1214832,180.2280461,210.043643,1005.666329,671.7654478,97.28175558,66.53190966,333.9008815,30.74984592,1090.10304,620.7247422,101.6380713,227205.9704,212013.5742,129.4611386,469.3782979,85.25647377,7.684469014,492.2656256,47.57028337,445.796562,445.4008233,10.86464484,4120.781237,414.7807209,3710.926443,10.80639683,386384.9551,710314.6501,18.69407833,209.9353815,206.798915
230,2008-05-22,2.97,3.18,3.46,4.07,3.01,3.13,3.3,3.46,3.66,4.12,1.69,0.9844,0.050000111,823.0402468,3599.777424,4422.817671,1127.928052,1057.280785,70.64726727,85.25311234,2504.645364,1097.841343,2520.97146,1092.738481,1294.684433,133.5357666,1685.444015,167.6742148,1034817383,115.1309514,114.0003263,1.010759533,0.989565494,12209.70682,79051.06208,9308.500368,15813.0629,69.26223548,66.40238792,79.99877134,244.1573657,407.7075689,629.1219961,382.7582183,32.80517576,1006.41941,2737.161511,1153.643247,4536.371096,8005.753581,4992.692322,135.2199942,2190.660637,3216.482452,577.6703546,921.0488796,769.8614028,19263743.76,129099.2922,69041923.59,266508.3958,338922059.3,1912173.703,199894230.1,1368295.022,483.982989,126.5391239,207.9552779,209.5089305,1027.986915,664.9357998,100.0526111,66.30304829,363.051115,33.74956276,1143.020669,615.8581743,106.7862235,228840.4834,213639.9051,128.1032462,527.1624947,84.74283693,7.648785271,489.2433661,46.63633726,442.5500573,442.1257758,10.8538671,4105.683774,418.1854664,3722.027694,10.87864093,384830.7218,708990.9517,18.54632357,209.8756811,206.5822638
231,2008-05-29,3.06,3.26,3.52,4.1,3.1,3.21,3.37,3.52,3.71,4.14,1.61,0.9887,0.05000009,844.7308869,3589.633278,4434.364165,1119.100317,1054.43587,64.6644472,86.44409461,2497.121979,1123.108075,2538.985238,1107.830917,1296.575279,134.5697812,1680.604383,167.3959599,1018104584,115.2657644,114.0538308,1.015065521,0.985298768,11911.18657,77015.24259,9229.412044,15566.63694,68.2854314,66.62537751,80.206709,235.6222716,404.3305987,620.1988708,380.4985294,32.34252495,985.8340832,2670.548793,1150.421936,4577.586961,7903.442419,5035.121157,132.9183455,2250.130606,3207.450627,590.7427019,919.9070407,771.5314641,19001873.98,126229.2899,67369461.5,259764.2884,339477127.7,1902273.01,202341326.5,1367734.832,478.7288569,128.5711764,228.3883397,208.3161454,1044.005,656.5374345,101.882311,65.78279128,387.4675656,36.09951973,1178.292199,610.8610709,110.2695838,231416.6643,214730.8241,126.9569025,567.4311277,84.35280006,7.595401019,487.6140711,45.73492743,438.9357017,438.6338189,10.8033929,4093.724207,420.1934746,3742.75263,10.97059002,383159.1923,708085.1021,18.3323792,209.7513205,206.3664084
232,2008-06-05,2.91,3.18,3.57,4.15,2.88,3.05,3.25,3.48,3.7,4.16,1.63,1.0174,0.05,870,3596,4466,1113,1051,62,89,2506,1134.906664,2565,1126,1303,136,1675.733365,166.6,1011725870,115.4,114.1,1.0167,0.9835743,11737,75486,9144,15422,67.45063581,67.7,80.77621357,226.5,401.9,607,380.8573866,31.94713465,961.7,2589.1,1151.470754,4636.5,7774.8,5094.8,130.4,2325.7,3197.8,607.4,918.1,776.1070635,18136963,119555,65341062,253605,337475956,1891291,203835143,1370799,472,133,236,205,1046,647,102,65,399,37,1180,605,110.6,234300,215100,126.1,575,84,7.5,487,45,435,435,10.72,4090,421,3770,11.06,381412,708098,18,209.51,206.1
233,2008-06-12,3.43,3.56,3.79,4.21,3.4,3.49,3.59,3.71,3.88,4.2,1.66,1.023,0.049999841,894.8268228,3615.309384,4510.136206,1107.85117,1044.333177,63.51799293,92.94823234,2530.070355,1126.117712,2593.138398,1143.514633,1312.135298,137.502755,1671.117878,165.4056004,1017334052,115.5400682,114.150556,1.01471191,0.985328065,11767.52206,74811.18933,9066.056527,15430.63938,66.9242723,69.70430749,81.57084843,218.4695358,400.6828382,588.1768728,383.8799165,31.69782928,934.6210424,2494.65079,1155.410111,4695.740288,7618.083826,5158.255886,127.8351029,2400.706574,3185.247086,624.500664,915.4062918,782.4899438,16598148.26,108564.172,63325084.41,249530.6173,332305215,1875599.963,203612381.8,1373776.902,463.471569,139.3059198,227.3460271,198.6858934,1028.808557,636.8929486,99.90148603,63.98633707,391.915608,35.91514896,1138.291423,597.7407887,106.8404265,236872.9365,214634.0293,125.5881709,540.5506344,83.61004384,7.35057997,486.8649568,44.51231302,430.8211158,431.3064439,10.61589118,4097.899148,420.8297288,3799.696853,11.12623041,379602.3208,709324.9338,17.5212965,209.1163087,205.7443169
