Date,month,Market,Length,Grade.Type,Series,Price,y,Width,Height
2019-05-23,5,1,7.0,3,32,437,411,2,3
2019-05-30,5,1,7.0,3,32,426,413,2,3
2019-06-06,6,1,7.0,3,32,423,398,2,3
2019-06-13,6,1,7.0,3,32,420,392,2,3
2019-06-20,6,1,7.0,3,32,411,392,2,3
2019-06-27,6,1,7.0,3,32,413,394,2,3
2019-07-04,7,1,7.0,3,32,398,397,2,3
2019-07-11,7,1,7.0,3,32,392,406,2,3
2019-07-18,7,1,7.0,3,32,392,413,2,3
2019-07-25,7,1,7.0,3,32,394,412,2,3
2019-08-01,8,1,7.0,3,32,397,413,2,3
2019-08-08,8,1,7.0,3,32,406,423,2,3
2019-08-15,8,1,7.0,3,32,413,422,2,3
2019-08-22,8,1,7.0,3,32,412,431,2,3
2019-08-29,8,1,7.0,3,32,413,431,2,3
2019-09-05,9,1,7.0,3,32,423,432,2,3
2019-09-12,9,1,7.0,3,32,422,433,2,3
2019-09-19,9,1,7.0,3,32,431,429,2,3
2019-09-26,9,1,7.0,3,32,431,425,2,3
2019-10-03,10,1,7.0,3,32,432,434,2,3
2019-10-10,10,1,7.0,3,32,433,435,2,3
2019-10-17,10,1,7.0,3,32,429,437,2,3
2019-10-24,10,1,7.0,3,32,425,439,2,3
2019-10-31,10,1,7.0,3,32,434,438,2,3
2019-11-07,11,1,7.0,3,32,435,435,2,3
2019-11-14,11,1,7.0,3,32,437,435,2,3
2019-11-21,11,1,7.0,3,32,439,433,2,3
2019-11-28,11,1,7.0,3,32,438,435,2,3
2019-12-05,12,1,7.0,3,32,435,431,2,3
2019-12-12,12,1,7.0,3,32,435,430,2,3
2019-12-19,12,1,7.0,3,32,433,424,2,3
2019-12-26,12,1,7.0,3,32,435,427,2,3
2020-01-02,1,1,7.0,3,32,431,436,2,3
2020-01-09,1,1,7.0,3,32,430,438,2,3
2020-01-16,1,1,7.0,3,32,424,464,2,3
2020-01-23,1,1,7.0,3,32,427,469,2,3
2020-01-30,1,1,7.0,3,32,436,480,2,3
2020-02-06,2,1,7.0,3,32,438,495,2,3
2020-02-13,2,1,7.0,3,32,464,503,2,3
2020-02-20,2,1,7.0,3,32,469,513,2,3
2020-02-27,2,1,7.0,3,32,480,505,2,3
2020-03-05,3,1,7.0,3,32,495,488,2,3
2020-03-12,3,1,7.0,3,32,503,476,2,3
2020-03-19,3,1,7.0,3,32,513,480,2,3
2020-03-26,3,1,7.0,3,32,505,482,2,3
2020-04-02,4,1,7.0,3,32,488,458,2,3
2020-04-09,4,1,7.0,3,32,476,467,2,3
2020-04-16,4,1,7.0,3,32,480,465,2,3
2020-04-23,4,1,7.0,3,32,482,459,2,3
2020-04-30,4,1,7.0,3,32,458,454,2,3
2020-05-07,5,1,7.0,3,32,467,439,2,3
2008-01-10,1,1,8.0,3,33,323,308,2,3
2008-01-17,1,1,8.0,3,33,330,315,2,3
2008-01-24,1,1,8.0,3,33,311,319,2,3
2008-01-31,1,1,8.0,3,33,305,303,2,3
2008-02-07,2,1,8.0,3,33,308,305,2,3
2008-02-14,2,1,8.0,3,33,315,300,2,3
2008-02-21,2,1,8.0,3,33,319,307,2,3
2008-02-28,2,1,8.0,3,33,303,305,2,3
2008-03-06,3,1,8.0,3,33,305,301,2,3
2008-03-13,3,1,8.0,3,33,300,311,2,3
2008-03-20,3,1,8.0,3,33,307,303,2,3
2008-03-27,3,1,8.0,3,33,305,304,2,3
2008-04-03,4,1,8.0,3,33,301,302,2,3
2008-04-10,4,1,8.0,3,33,311,305,2,3
2008-04-17,4,1,8.0,3,33,303,305,2,3
2008-04-24,4,1,8.0,3,33,304,300,2,3
2008-05-01,5,1,8.0,3,33,302,302,2,3
2008-05-08,5,1,8.0,3,33,305,315,2,3
2008-05-15,5,1,8.0,3,33,305,317,2,3
2008-05-22,5,1,8.0,3,33,300,304,2,3
2008-05-29,5,1,8.0,3,33,302,314,2,3
2008-06-05,6,1,8.0,3,33,315,315,2,3
2008-06-12,6,1,8.0,3,33,317,313,2,3
2008-06-19,6,1,8.0,3,33,304,312,2,3
2008-06-26,6,1,8.0,3,33,314,309,2,3
2008-07-03,7,1,8.0,3,33,315,307,2,3
2008-07-10,7,1,8.0,3,33,313,316,2,3
2008-07-17,7,1,8.0,3,33,312,325,2,3
2008-07-24,7,1,8.0,3,33,309,313,2,3
2008-07-31,7,1,8.0,3,33,307,315,2,3
2008-08-07,8,1,8.0,3,33,316,315,2,3
2008-08-14,8,1,8.0,3,33,325,317,2,3
2008-08-21,8,1,8.0,3,33,313,308,2,3
2008-08-28,8,1,8.0,3,33,315,284,2,3
2008-09-04,9,1,8.0,3,33,315,291,2,3
2008-09-11,9,1,8.0,3,33,317,304,2,3
2008-09-18,9,1,8.0,3,33,308,313,2,3
2008-09-25,9,1,8.0,3,33,284,324,2,3
2008-10-02,10,1,8.0,3,33,291,307,2,3
2008-10-09,10,1,8.0,3,33,304,299,2,3
2008-10-16,10,1,8.0,3,33,313,297,2,3
2008-10-23,10,1,8.0,3,33,324,317,2,3
2008-10-30,10,1,8.0,3,33,307,302,2,3
2008-11-06,11,1,8.0,3,33,299,312,2,3
2008-11-13,11,1,8.0,3,33,297,297,2,3
2008-11-20,11,1,8.0,3,33,317,283,2,3
2008-11-27,11,1,8.0,3,33,302,282,2,3
2008-12-04,12,1,8.0,3,33,312,281,2,3
2008-12-11,12,1,8.0,3,33,297,272,2,3
2008-12-18,12,1,8.0,3,33,283,288,2,3
2008-12-25,12,1,8.0,3,33,282,282,2,3
2009-01-01,1,1,8.0,3,33,281,269,2,3
2009-01-08,1,1,8.0,3,33,272,289,2,3
2009-01-15,1,1,8.0,3,33,288,292,2,3
2009-01-22,1,1,8.0,3,33,282,295,2,3
2009-01-29,1,1,8.0,3,33,269,295,2,3
2009-02-05,2,1,8.0,3,33,289,309,2,3
2009-02-12,2,1,8.0,3,33,292,301,2,3
2009-02-19,2,1,8.0,3,33,295,285,2,3
2009-02-26,2,1,8.0,3,33,295,289,2,3
2009-03-05,3,1,8.0,3,33,309,291,2,3
2009-03-12,3,1,8.0,3,33,301,288,2,3
2009-03-19,3,1,8.0,3,33,285,284,2,3
2009-03-26,3,1,8.0,3,33,289,288,2,3
2009-04-02,4,1,8.0,3,33,291,281,2,3
2009-04-09,4,1,8.0,3,33,288,275,2,3
2009-04-16,4,1,8.0,3,33,284,269,2,3
2009-04-23,4,1,8.0,3,33,288,267,2,3
2009-04-30,4,1,8.0,3,33,281,262,2,3
2009-05-07,5,1,8.0,3,33,275,258,2,3
2009-05-14,5,1,8.0,3,33,269,259,2,3
2009-05-21,5,1,8.0,3,33,267,277,2,3
2009-05-28,5,1,8.0,3,33,262,300,2,3
2009-06-04,6,1,8.0,3,33,258,308,2,3
2009-06-11,6,1,8.0,3,33,259,308,2,3
2009-06-18,6,1,8.0,3,33,277,302,2,3
2009-06-25,6,1,8.0,3,33,300,289,2,3
2009-07-02,7,1,8.0,3,33,308,287,2,3
2009-07-09,7,1,8.0,3,33,308,307,2,3
2009-07-16,7,1,8.0,3,33,302,310,2,3
2009-07-23,7,1,8.0,3,33,289,310,2,3
2009-07-30,7,1,8.0,3,33,287,315,2,3
2009-08-06,8,1,8.0,3,33,307,314,2,3
2009-08-13,8,1,8.0,3,33,310,313,2,3
2009-08-20,8,1,8.0,3,33,310,309,2,3
2009-08-27,8,1,8.0,3,33,315,311,2,3
2009-09-03,9,1,8.0,3,33,314,309,2,3
2009-09-10,9,1,8.0,3,33,313,305,2,3
2009-09-17,9,1,8.0,3,33,309,299,2,3
2009-09-24,9,1,8.0,3,33,311,303,2,3
2009-10-01,10,1,8.0,3,33,309,310,2,3
2009-10-08,10,1,8.0,3,33,305,309,2,3
2009-10-15,10,1,8.0,3,33,299,311,2,3
2009-10-22,10,1,8.0,3,33,303,329,2,3
2009-10-29,10,1,8.0,3,33,310,334,2,3
2009-11-05,11,1,8.0,3,33,309,333,2,3
2009-11-12,11,1,8.0,3,33,311,331,2,3
2009-11-19,11,1,8.0,3,33,329,337,2,3
2009-11-26,11,1,8.0,3,33,334,329,2,3
2009-12-03,12,1,8.0,3,33,333,328,2,3
2009-12-10,12,1,8.0,3,33,331,326,2,3
2009-12-17,12,1,8.0,3,33,337,327,2,3
2009-12-24,12,1,8.0,3,33,329,336,2,3
2009-12-31,12,1,8.0,3,33,328,352,2,3
2010-01-07,1,1,8.0,3,33,326,354,2,3
2010-01-14,1,1,8.0,3,33,327,357,2,3
2010-01-21,1,1,8.0,3,33,336,352,2,3
2010-01-28,1,1,8.0,3,33,352,355,2,3
2010-02-04,2,1,8.0,3,33,354,340,2,3
2010-02-11,2,1,8.0,3,33,357,348,2,3
2010-02-18,2,1,8.0,3,33,352,345,2,3
2010-02-25,2,1,8.0,3,33,355,348,2,3
2010-03-04,3,1,8.0,3,33,340,343,2,3
2010-03-11,3,1,8.0,3,33,348,345,2,3
2010-03-18,3,1,8.0,3,33,345,361,2,3
2010-03-25,3,1,8.0,3,33,348,371,2,3
2010-04-01,4,1,8.0,3,33,343,376,2,3
2010-04-08,4,1,8.0,3,33,345,394,2,3
2010-04-15,4,1,8.0,3,33,361,378,2,3
2010-04-22,4,1,8.0,3,33,371,386,2,3
2010-04-29,4,1,8.0,3,33,376,367,2,3
2010-05-06,5,1,8.0,3,33,394,364,2,3
2010-05-13,5,1,8.0,3,33,378,351,2,3
2010-05-20,5,1,8.0,3,33,386,334,2,3
2010-05-27,5,1,8.0,3,33,367,339,2,3
2010-06-03,6,1,8.0,3,33,364,333,2,3
2010-06-10,6,1,8.0,3,33,351,344,2,3
2010-06-17,6,1,8.0,3,33,334,343,2,3
2010-06-24,6,1,8.0,3,33,339,342,2,3
2010-07-01,7,1,8.0,3,33,333,345,2,3
2010-07-08,7,1,8.0,3,33,344,341,2,3
2010-07-15,7,1,8.0,3,33,343,346,2,3
2010-07-22,7,1,8.0,3,33,342,329,2,3
2010-07-29,7,1,8.0,3,33,345,339,2,3
2010-08-05,8,1,8.0,3,33,341,336,2,3
2010-08-12,8,1,8.0,3,33,346,327,2,3
2010-08-19,8,1,8.0,3,33,329,323,2,3
2010-08-26,8,1,8.0,3,33,339,325,2,3
2010-09-02,9,1,8.0,3,33,336,320,2,3
2010-09-09,9,1,8.0,3,33,327,313,2,3
2010-09-16,9,1,8.0,3,33,323,316,2,3
2010-09-23,9,1,8.0,3,33,325,317,2,3
2010-09-30,9,1,8.0,3,33,320,319,2,3
2010-10-07,10,1,8.0,3,33,313,318,2,3
2010-10-14,10,1,8.0,3,33,316,315,2,3
2010-10-21,10,1,8.0,3,33,317,322,2,3
2010-10-28,10,1,8.0,3,33,319,308,2,3
2010-11-04,11,1,8.0,3,33,318,305,2,3
2010-11-11,11,1,8.0,3,33,315,298,2,3
2010-11-18,11,1,8.0,3,33,322,296,2,3
2010-11-25,11,1,8.0,3,33,308,299,2,3
2010-12-02,12,1,8.0,3,33,305,300,2,3
2010-12-09,12,1,8.0,3,33,298,304,2,3
2010-12-16,12,1,8.0,3,33,296,301,2,3
2010-12-23,12,1,8.0,3,33,299,299,2,3
2010-12-30,12,1,8.0,3,33,300,298,2,3
2011-01-06,1,1,8.0,3,33,304,296,2,3
2011-01-13,1,1,8.0,3,33,301,298,2,3
2011-01-20,1,1,8.0,3,33,299,295,2,3
2011-01-27,1,1,8.0,3,33,298,297,2,3
2011-02-03,2,1,8.0,3,33,296,292,2,3
2011-02-10,2,1,8.0,3,33,298,291,2,3
2011-02-17,2,1,8.0,3,33,295,298,2,3
2011-02-24,2,1,8.0,3,33,297,289,2,3
2011-03-03,3,1,8.0,3,33,292,287,2,3
2011-03-10,3,1,8.0,3,33,291,283,2,3
2011-03-17,3,1,8.0,3,33,298,279,2,3
2011-03-24,3,1,8.0,3,33,289,281,2,3
2011-03-31,3,1,8.0,3,33,287,276,2,3
2011-04-07,4,1,8.0,3,33,283,278,2,3
2011-04-14,4,1,8.0,3,33,279,278,2,3
2011-04-21,4,1,8.0,3,33,281,281,2,3
2011-04-28,4,1,8.0,3,33,276,279,2,3
2011-05-05,5,1,8.0,3,33,278,278,2,3
2011-05-12,5,1,8.0,3,33,278,279,2,3
2011-05-19,5,1,8.0,3,33,281,279,2,3
2011-05-26,5,1,8.0,3,33,279,278,2,3
2011-06-02,6,1,8.0,3,33,278,276,2,3
2011-06-09,6,1,8.0,3,33,279,275,2,3
2011-06-16,6,1,8.0,3,33,279,268,2,3
2011-06-23,6,1,8.0,3,33,278,260,2,3
2011-06-30,6,1,8.0,3,33,276,259,2,3
2011-07-07,7,1,8.0,3,33,275,260,2,3
2011-07-14,7,1,8.0,3,33,268,264,2,3
2011-07-21,7,1,8.0,3,33,260,250,2,3
2011-07-28,7,1,8.0,3,33,259,252,2,3
2011-08-04,8,1,8.0,3,33,260,249,2,3
2011-08-11,8,1,8.0,3,33,264,251,2,3
2011-08-18,8,1,8.0,3,33,250,252,2,3
2011-08-25,8,1,8.0,3,33,252,256,2,3
2011-09-01,9,1,8.0,3,33,249,259,2,3
2011-09-08,9,1,8.0,3,33,251,260,2,3
2011-09-15,9,1,8.0,3,33,252,254,2,3
2011-09-22,9,1,8.0,3,33,256,255,2,3
2011-09-29,9,1,8.0,3,33,259,251,2,3
2011-10-06,10,1,8.0,3,33,260,255,2,3
2011-10-13,10,1,8.0,3,33,254,256,2,3
2011-10-20,10,1,8.0,3,33,255,267,2,3
2011-10-27,10,1,8.0,3,33,251,283,2,3
2011-11-03,11,1,8.0,3,33,255,275,2,3
2011-11-10,11,1,8.0,3,33,256,273,2,3
2011-11-17,11,1,8.0,3,33,267,286,2,3
2011-11-24,11,1,8.0,3,33,283,298,2,3
2011-12-01,12,1,8.0,3,33,275,301,2,3
2011-12-08,12,1,8.0,3,33,273,294,2,3
2011-12-15,12,1,8.0,3,33,286,295,2,3
2011-12-22,12,1,8.0,3,33,298,303,2,3
2011-12-29,12,1,8.0,3,33,301,296,2,3
2012-01-05,1,1,8.0,3,33,294,324,2,3
2012-01-12,1,1,8.0,3,33,295,324,2,3
2012-01-19,1,1,8.0,3,33,303,330,2,3
2012-01-26,1,1,8.0,3,33,296,335,2,3
2012-02-02,2,1,8.0,3,33,324,356,2,3
2012-02-09,2,1,8.0,3,33,324,364,2,3
2012-02-16,2,1,8.0,3,33,330,373,2,3
2012-02-23,2,1,8.0,3,33,335,372,2,3
2012-03-01,3,1,8.0,3,33,356,369,2,3
2012-03-08,3,1,8.0,3,33,364,364,2,3
2012-03-15,3,1,8.0,3,33,373,371,2,3
2012-03-22,3,1,8.0,3,33,372,367,2,3
2012-03-29,3,1,8.0,3,33,369,368,2,3
2012-04-05,4,1,8.0,3,33,364,375,2,3
2012-04-12,4,1,8.0,3,33,371,381,2,3
2012-04-19,4,1,8.0,3,33,367,384,2,3
2012-04-26,4,1,8.0,3,33,368,390,2,3
2012-05-03,5,1,8.0,3,33,375,397,2,3
2012-05-10,5,1,8.0,3,33,381,396,2,3
2012-05-17,5,1,8.0,3,33,384,396,2,3
2012-05-24,5,1,8.0,3,33,390,387,2,3
2012-05-31,5,1,8.0,3,33,397,384,2,3
2012-06-07,6,1,8.0,3,33,396,380,2,3
2012-06-14,6,1,8.0,3,33,396,382,2,3
2012-06-21,6,1,8.0,3,33,387,379,2,3
2012-06-28,6,1,8.0,3,33,384,384,2,3
2012-07-05,7,1,8.0,3,33,380,384,2,3
2012-07-12,7,1,8.0,3,33,382,383,2,3
2012-07-19,7,1,8.0,3,33,379,381,2,3
2012-07-26,7,1,8.0,3,33,384,381,2,3
2012-08-02,8,1,8.0,3,33,384,381,2,3
2012-08-09,8,1,8.0,3,33,383,376,2,3
2012-08-16,8,1,8.0,3,33,381,371,2,3
2012-08-23,8,1,8.0,3,33,381,361,2,3
2012-08-30,8,1,8.0,3,33,381,359,2,3
2012-09-06,9,1,8.0,3,33,376,365,2,3
2012-09-13,9,1,8.0,3,33,371,358,2,3
2012-09-20,9,1,8.0,3,33,361,357,2,3
2012-09-27,9,1,8.0,3,33,359,358,2,3
2012-10-04,10,1,8.0,3,33,365,360,2,3
2012-10-11,10,1,8.0,3,33,358,369,2,3
2012-10-18,10,1,8.0,3,33,357,371,2,3
2012-10-25,10,1,8.0,3,33,358,368,2,3
2012-11-01,11,1,8.0,3,33,360,372,2,3
2012-11-08,11,1,8.0,3,33,369,377,2,3
2012-11-15,11,1,8.0,3,33,371,374,2,3
2012-11-22,11,1,8.0,3,33,368,376,2,3
2012-11-29,11,1,8.0,3,33,372,381,2,3
2012-12-06,12,1,8.0,3,33,377,382,2,3
2012-12-13,12,1,8.0,3,33,374,390,2,3
2012-12-20,12,1,8.0,3,33,376,394,2,3
2012-12-27,12,1,8.0,3,33,381,395,2,3
2013-01-03,1,1,8.0,3,33,382,391,2,3
2013-01-10,1,1,8.0,3,33,390,388,2,3
2013-01-17,1,1,8.0,3,33,394,391,2,3
2013-01-24,1,1,8.0,3,33,395,397,2,3
2013-01-31,1,1,8.0,3,33,391,394,2,3
2013-02-07,2,1,8.0,3,33,388,403,2,3
2013-02-14,2,1,8.0,3,33,391,411,2,3
2013-02-21,2,1,8.0,3,33,397,420,2,3
2013-02-28,2,1,8.0,3,33,394,422,2,3
2013-03-07,3,1,8.0,3,33,403,421,2,3
2013-03-14,3,1,8.0,3,33,411,421,2,3
2013-03-21,3,1,8.0,3,33,420,416,2,3
2013-03-28,3,1,8.0,3,33,422,415,2,3
2013-04-04,4,1,8.0,3,33,421,398,2,3
2013-04-11,4,1,8.0,3,33,421,396,2,3
2013-04-18,4,1,8.0,3,33,416,391,2,3
2013-04-25,4,1,8.0,3,33,415,389,2,3
2013-05-02,5,1,8.0,3,33,398,388,2,3
2013-05-09,5,1,8.0,3,33,396,388,2,3
2013-05-16,5,1,8.0,3,33,391,378,2,3
2013-05-23,5,1,8.0,3,33,389,360,2,3
2013-05-30,5,1,8.0,3,33,388,361,2,3
2013-06-06,6,1,8.0,3,33,388,362,2,3
2013-06-13,6,1,8.0,3,33,378,358,2,3
2013-06-20,6,1,8.0,3,33,360,364,2,3
2013-06-27,6,1,8.0,3,33,361,366,2,3
2013-07-04,7,1,8.0,3,33,362,368,2,3
2013-07-11,7,1,8.0,3,33,358,375,2,3
2013-07-18,7,1,8.0,3,33,364,372,2,3
2013-07-25,7,1,8.0,3,33,366,377,2,3
2013-08-01,8,1,8.0,3,33,368,378,2,3
2013-08-08,8,1,8.0,3,33,375,378,2,3
2013-08-15,8,1,8.0,3,33,372,371,2,3
2013-08-22,8,1,8.0,3,33,377,368,2,3
2013-08-29,8,1,8.0,3,33,378,377,2,3
2013-09-05,9,1,8.0,3,33,378,377,2,3
2013-09-12,9,1,8.0,3,33,371,379,2,3
2013-09-19,9,1,8.0,3,33,368,372,2,3
2013-09-26,9,1,8.0,3,33,377,374,2,3
2013-10-03,10,1,8.0,3,33,377,382,2,3
2013-10-10,10,1,8.0,3,33,379,380,2,3
2013-10-17,10,1,8.0,3,33,372,381,2,3
2013-10-24,10,1,8.0,3,33,374,382,2,3
2013-10-31,10,1,8.0,3,33,382,365,2,3
2013-11-07,11,1,8.0,3,33,380,363,2,3
2013-11-14,11,1,8.0,3,33,381,355,2,3
2013-11-21,11,1,8.0,3,33,382,354,2,3
2013-11-28,11,1,8.0,3,33,365,349,2,3
2013-12-05,12,1,8.0,3,33,363,350,2,3
2013-12-12,12,1,8.0,3,33,355,357,2,3
2013-12-19,12,1,8.0,3,33,354,361,2,3
2013-12-26,12,1,8.0,3,33,349,366,2,3
2014-01-02,1,1,8.0,3,33,350,369,2,3
2014-01-09,1,1,8.0,3,33,357,360,2,3
2014-01-16,1,1,8.0,3,33,361,357,2,3
2014-01-23,1,1,8.0,3,33,366,360,2,3
2014-01-30,1,1,8.0,3,33,369,362,2,3
2014-02-06,2,1,8.0,3,33,360,353,2,3
2014-02-13,2,1,8.0,3,33,357,356,2,3
2014-02-20,2,1,8.0,3,33,360,371,2,3
2014-02-27,2,1,8.0,3,33,362,366,2,3
2014-03-06,3,1,8.0,3,33,353,364,2,3
2014-03-13,3,1,8.0,3,33,356,359,2,3
2014-03-20,3,1,8.0,3,33,371,363,2,3
2014-03-27,3,1,8.0,3,33,366,364,2,3
2014-04-03,4,1,8.0,3,33,364,356,2,3
2014-04-10,4,1,8.0,3,33,359,360,2,3
2014-04-17,4,1,8.0,3,33,363,359,2,3
2014-04-24,4,1,8.0,3,33,364,360,2,3
2014-05-01,5,1,8.0,3,33,356,353,2,3
2014-05-08,5,1,8.0,3,33,360,345,2,3
2014-05-15,5,1,8.0,3,33,359,342,2,3
2014-05-22,5,1,8.0,3,33,360,341,2,3
2014-05-29,5,1,8.0,3,33,353,338,2,3
2014-06-05,6,1,8.0,3,33,345,336,2,3
2014-06-12,6,1,8.0,3,33,342,341,2,3
2014-06-19,6,1,8.0,3,33,341,344,2,3
2014-06-26,6,1,8.0,3,33,338,340,2,3
2014-07-03,7,1,8.0,3,33,336,345,2,3
2014-07-10,7,1,8.0,3,33,341,349,2,3
2014-07-17,7,1,8.0,3,33,344,360,2,3
2014-07-24,7,1,8.0,3,33,340,367,2,3
2014-07-31,7,1,8.0,3,33,345,369,2,3
2014-08-07,8,1,8.0,3,33,349,376,2,3
2014-08-14,8,1,8.0,3,33,360,372,2,3
2014-08-21,8,1,8.0,3,33,367,374,2,3
2014-08-28,8,1,8.0,3,33,369,371,2,3
2014-09-04,9,1,8.0,3,33,376,379,2,3
2014-09-11,9,1,8.0,3,33,372,383,2,3
2014-09-18,9,1,8.0,3,33,374,389,2,3
2014-09-25,9,1,8.0,3,33,371,382,2,3
2014-10-02,10,1,8.0,3,33,379,380,2,3
2014-10-09,10,1,8.0,3,33,383,387,2,3
2014-10-16,10,1,8.0,3,33,389,385,2,3
2014-10-23,10,1,8.0,3,33,382,386,2,3
2014-10-30,10,1,8.0,3,33,380,394,2,3
2014-11-06,11,1,8.0,3,33,387,403,2,3
2014-11-13,11,1,8.0,3,33,385,413,2,3
2014-11-20,11,1,8.0,3,33,386,413,2,3
2014-11-27,11,1,8.0,3,33,394,409,2,3
2014-12-04,12,1,8.0,3,33,403,412,2,3
2014-12-11,12,1,8.0,3,33,413,425,2,3
2014-12-18,12,1,8.0,3,33,413,436,2,3
2014-12-25,12,1,8.0,3,33,409,451,2,3
2015-01-01,1,1,8.0,3,33,412,463,2,3
2015-01-08,1,1,8.0,3,33,425,478,2,3
2015-01-15,1,1,8.0,3,33,436,479,2,3
2015-01-22,1,1,8.0,3,33,451,473,2,3
2015-01-29,1,1,8.0,3,33,463,466,2,3
2015-02-05,2,1,8.0,3,33,478,460,2,3
2015-02-12,2,1,8.0,3,33,479,459,2,3
2015-02-19,2,1,8.0,3,33,473,446,2,3
2015-02-26,2,1,8.0,3,33,466,445,2,3
2015-03-05,3,1,8.0,3,33,460,441,2,3
2015-03-12,3,1,8.0,3,33,459,439,2,3
2015-03-19,3,1,8.0,3,33,446,418,2,3
2015-03-26,3,1,8.0,3,33,445,410,2,3
2015-04-02,4,1,8.0,3,33,441,403,2,3
2015-04-09,4,1,8.0,3,33,439,391,2,3
2015-04-16,4,1,8.0,3,33,418,389,2,3
2015-04-23,4,1,8.0,3,33,410,421,2,3
2015-04-30,4,1,8.0,3,33,403,436,2,3
2015-05-07,5,1,8.0,3,33,391,442,2,3
2015-05-14,5,1,8.0,3,33,389,442,2,3
2015-05-21,5,1,8.0,3,33,421,459,2,3
2015-05-28,5,1,8.0,3,33,436,464,2,3
2015-06-04,6,1,8.0,3,33,442,478,2,3
2015-06-11,6,1,8.0,3,33,442,484,2,3
2015-06-18,6,1,8.0,3,33,459,498,2,3
2015-06-25,6,1,8.0,3,33,464,493,2,3
2015-07-02,7,1,8.0,3,33,478,471,2,3
2015-07-09,7,1,8.0,3,33,484,467,2,3
2015-07-16,7,1,8.0,3,33,498,461,2,3
2015-07-23,7,1,8.0,3,33,493,459,2,3
2015-07-30,7,1,8.0,3,33,471,459,2,3
2015-08-06,8,1,8.0,3,33,467,438,2,3
2015-08-13,8,1,8.0,3,33,461,425,2,3
2015-08-20,8,1,8.0,3,33,459,421,2,3
2015-08-27,8,1,8.0,3,33,459,420,2,3
2015-09-03,9,1,8.0,3,33,438,413,2,3
2015-09-10,9,1,8.0,3,33,425,405,2,3
2015-09-17,9,1,8.0,3,33,421,401,2,3
2015-09-24,9,1,8.0,3,33,420,407,2,3
2015-10-01,10,1,8.0,3,33,413,409,2,3
2015-10-08,10,1,8.0,3,33,405,414,2,3
2015-10-15,10,1,8.0,3,33,401,411,2,3
2015-10-22,10,1,8.0,3,33,407,406,2,3
2015-10-29,10,1,8.0,3,33,409,406,2,3
2015-11-05,11,1,8.0,3,33,414,400,2,3
2015-11-12,11,1,8.0,3,33,411,407,2,3
2015-11-19,11,1,8.0,3,33,406,414,2,3
2015-11-26,11,1,8.0,3,33,406,414,2,3
2015-12-03,12,1,8.0,3,33,400,413,2,3
2015-12-10,12,1,8.0,3,33,407,415,2,3
2015-12-17,12,1,8.0,3,33,414,416,2,3
2015-12-24,12,1,8.0,3,33,414,405,2,3
2015-12-31,12,1,8.0,3,33,413,381,2,3
2016-01-07,1,1,8.0,3,33,415,372,2,3
2016-01-14,1,1,8.0,3,33,416,390,2,3
2016-01-21,1,1,8.0,3,33,405,383,2,3
2016-01-28,1,1,8.0,3,33,381,384,2,3
2016-02-04,2,1,8.0,3,33,372,383,2,3
2016-02-11,2,1,8.0,3,33,390,384,2,3
2016-02-18,2,1,8.0,3,33,383,380,2,3
2016-02-25,2,1,8.0,3,33,384,383,2,3
2016-03-03,3,1,8.0,3,33,383,376,2,3
2016-03-10,3,1,8.0,3,33,384,379,2,3
2016-03-17,3,1,8.0,3,33,380,365,2,3
2016-03-24,3,1,8.0,3,33,383,354,2,3
2016-03-31,3,1,8.0,3,33,376,352,2,3
2016-04-07,4,1,8.0,3,33,379,360,2,3
2016-04-14,4,1,8.0,3,33,365,367,2,3
2016-04-21,4,1,8.0,3,33,354,378,2,3
2016-04-28,4,1,8.0,3,33,352,385,2,3
2016-05-05,5,1,8.0,3,33,360,386,2,3
2016-05-12,5,1,8.0,3,33,367,368,2,3
2016-05-19,5,1,8.0,3,33,378,374,2,3
2016-05-26,5,1,8.0,3,33,385,378,2,3
2016-06-02,6,1,8.0,3,33,386,382,2,3
2016-06-09,6,1,8.0,3,33,368,382,2,3
2016-06-16,6,1,8.0,3,33,374,383,2,3
2016-06-23,6,1,8.0,3,33,378,392,2,3
2016-06-30,6,1,8.0,3,33,382,397,2,3
2016-07-07,7,1,8.0,3,33,382,396,2,3
2016-07-14,7,1,8.0,3,33,383,398,2,3
2016-07-21,7,1,8.0,3,33,392,398,2,3
2016-07-28,7,1,8.0,3,33,397,401,2,3
2016-08-04,8,1,8.0,3,33,396,406,2,3
2016-08-11,8,1,8.0,3,33,398,399,2,3
2016-08-18,8,1,8.0,3,33,398,409,2,3
2016-08-25,8,1,8.0,3,33,401,406,2,3
2016-09-01,9,1,8.0,3,33,406,398,2,3
2016-09-08,9,1,8.0,3,33,399,402,2,3
2016-09-15,9,1,8.0,3,33,409,405,2,3
2016-09-22,9,1,8.0,3,33,406,401,2,3
2016-09-29,9,1,8.0,3,33,398,408,2,3
2016-10-06,10,1,8.0,3,33,402,409,2,3
2016-10-13,10,1,8.0,3,33,405,402,2,3
2016-10-20,10,1,8.0,3,33,401,410,2,3
2016-10-27,10,1,8.0,3,33,408,412,2,3
2016-11-03,11,1,8.0,3,33,409,409,2,3
2016-11-10,11,1,8.0,3,33,402,403,2,3
2016-11-17,11,1,8.0,3,33,410,405,2,3
2016-11-24,11,1,8.0,3,33,412,411,2,3
2016-12-01,12,1,8.0,3,33,409,416,2,3
2016-12-08,12,1,8.0,3,33,403,406,2,3
